iter	Logloss
225	0.4539759636
226	0.4531977177
227	0.4523763657
228	0.4516822815
229	0.4509165764
230	0.4500552177
231	0.4492992401
232	0.4484303951
233	0.4474091053
234	0.4468138695
235	0.4460041046
236	0.4453881264
237	0.4448212624
238	0.443950367
239	0.4433878899
240	0.4424607754
241	0.4418113232
242	0.4410933971
243	0.4405284405
244	0.439786005
245	0.4389874458
246	0.438377285
247	0.437735033
248	0.4369850159
249	0.4362488747
250	0.4355335236
251	0.434847641
252	0.4341042519
253	0.4333935738
254	0.4326918125
255	0.4319375515
256	0.4313649178
257	0.4307887554
258	0.4301174164
259	0.4294255733
260	0.4287913799
261	0.4280508518
262	0.4274652004
263	0.4268030167
264	0.426269865
265	0.4257291794
266	0.4248185635
267	0.42408638
268	0.423169136
269	0.4224095345
270	0.4217618942
271	0.4210889816
272	0.4203601837
273	0.4196381092
274	0.4188955784
275	0.4183839798
276	0.4176793575
277	0.4170417786
278	0.4160060883
279	0.4154083252
280	0.4147979736
281	0.4141634941
282	0.4134696007
283	0.4125720978
284	0.4119478226
285	0.4112309456
286	0.4104640007
287	0.4096184254
288	0.4090233326
289	0.4082397461
290	0.4074248314
291	0.4066037178
292	0.4058897972
293	0.4051276684
294	0.4044573784
295	0.4037529469
296	0.4029313087
297	0.4022007942
298	0.4016515732
299	0.4009849548
300	0.4004074097
301	0.3997617006
302	0.3993089914
303	0.3985087872
304	0.3978182077
305	0.3972579002
306	0.3965299368
307	0.3959803104
308	0.3952646255
309	0.3946434975
310	0.394005537
311	0.3934877872
312	0.3928874493
313	0.3922095776
314	0.3914893866
315	0.3909986019
316	0.3903728962
317	0.389821434
318	0.3891363859
319	0.3886655569
320	0.3878074646
321	0.3871165037
322	0.3863821983
323	0.3856155872
324	0.3849364281
325	0.384243679
326	0.3836725473
327	0.383173871
328	0.3826798439
329	0.382181406
330	0.3816259861
331	0.3808054447
332	0.3800247192
333	0.3792097092
334	0.3783118725
335	0.3776724339
336	0.3770138264
337	0.376510787
338	0.3756475449
339	0.3749614477
340	0.3745071411
341	0.3740672588
342	0.3734193802
343	0.3728662491
344	0.3722703457
345	0.3717144489
346	0.3712368727
347	0.3702767849
348	0.3697733879
349	0.3693293571
350	0.368837595
351	0.3683348179
352	0.3677793741
353	0.367259264
354	0.3668275833
355	0.3664068222
356	0.3657927513
357	0.3652117252
358	0.3646270752
359	0.3639565468
360	0.3634567261
361	0.3629259825
362	0.3623267651
363	0.3617048979
364	0.3611724377
365	0.3604085684
366	0.3598716736
367	0.3593250751
368	0.3587717772
369	0.3581911564
370	0.3575751543
371	0.3570275545
372	0.3565021515
373	0.3559818029
374	0.3554224014
375	0.3548516035
376	0.354347229
377	0.3538240433
378	0.3533962011
379	0.352750206
380	0.3518367767
381	0.3513591766
382	0.3506919861
383	0.3498716354
384	0.3495221138
385	0.3489212751
386	0.3480040789
387	0.3475031853
388	0.3471217632
389	0.3466407776
390	0.3461637974
391	0.345667696
392	0.345112443
393	0.3443559408
394	0.3438168526
395	0.3432625532
396	0.342859602
397	0.3422981739
398	0.3418899059
399	0.3413413048
400	0.3408401489
401	0.3403004646
402	0.3397838831
403	0.3392602921
404	0.3388665438
405	0.3383966446
406	0.3380111694
407	0.3375368357
408	0.3369236469
409	0.3363798141
410	0.3358744621
411	0.3355090618
412	0.3350023746
413	0.3345255852
414	0.3341436863
415	0.3337299585
416	0.333202219
417	0.3327390194
418	0.3322491884
419	0.3318918228
420	0.3313397884
421	0.3307311058
422	0.3303435802
423	0.3298723459
424	0.3293732166
425	0.3290026188
426	0.3286119461
427	0.3281302214
428	0.3275516033
429	0.3270972729
430	0.3267389774
431	0.3261363983
432	0.3254727364
433	0.3250677109
434	0.3246151924
435	0.3240606308
436	0.3235552311
437	0.3230018139
438	0.3224227428
439	0.3219150305
440	0.3214341164
441	0.3208904505
442	0.3204148531
443	0.3199447393
444	0.3196082354
445	0.319119215
446	0.3186052322
447	0.3181433439
448	0.3176475525
449	0.3173108578
450	0.3167742968
451	0.3162833929
452	0.3156694651
453	0.3151661873
454	0.3146219254
455	0.3142097473
456	0.313740015
457	0.3132316589
458	0.3128083706
459	0.3123441219
460	0.3118849754
461	0.3114033461
462	0.3109607458
463	0.3105334282
464	0.3101927996
465	0.3096314669
466	0.3091296673
467	0.3088482141
468	0.3084257841
469	0.3080431461
470	0.3075731993
471	0.3070566654
472	0.3064749241
473	0.305974865
474	0.305576539
475	0.3051589727
476	0.3045691967
477	0.3041665554
478	0.3038294554
479	0.3033067703
480	0.3029371023
481	0.3024660587
482	0.3019904137
483	0.3015428066
484	0.3010574102
485	0.3005891562
486	0.3001093388
487	0.2995599031
488	0.2991463423
489	0.2987176418
490	0.2982669115
491	0.297775507
492	0.2972909212
493	0.2967828751
494	0.2963834286
495	0.2959843636
496	0.2954102039
497	0.2949636698
498	0.2944922924
499	0.2941021442
500	0.2936889648
501	0.2933496237
502	0.292934227
503	0.2925725698
504	0.2922104359
505	0.2917205572
506	0.2913075686
507	0.2909972191
508	0.2907387257
509	0.2903563499
510	0.290016222
511	0.2896383762
512	0.2893079996
513	0.2890843391
514	0.2887076616
515	0.2882232189
516	0.2878587484
517	0.2872170925
518	0.2868813038
519	0.2865470886
520	0.2860896587
521	0.2856258392
522	0.285198617
523	0.2848518372
524	0.2844791412
525	0.284122324
526	0.2837952137
527	0.2834095478
528	0.2830350399
529	0.2826712608
530	0.282292366
531	0.2818474293
532	0.2813519478
533	0.2809979916
534	0.280588913
535	0.2800652027
536	0.2794990063
537	0.2790876865
538	0.2787005424
539	0.2783444881
540	0.2779592276
541	0.2776357412
542	0.2770526409
543	0.2767311096
544	0.276436758
545	0.2759510994
546	0.275318265
547	0.2750295401
548	0.2746693134
549	0.2742470503
550	0.2739409924
551	0.2735711098
552	0.2731359959
553	0.2727757215
554	0.2724376678
555	0.2720648766
556	0.2717166424
557	0.2713670969
558	0.2709747314
559	0.2706080675
560	0.2700724125
561	0.2696245432
562	0.2692248344
563	0.2688407421
564	0.2684699535
565	0.2681116343
566	0.267707777
567	0.2672214031
568	0.2669024229
569	0.2665156364
570	0.266049242
571	0.2657865763
572	0.2654473066
573	0.2650419712
574	0.2646567345
575	0.26414814
576	0.2637692928
577	0.2634329796
578	0.2628625631
579	0.2626004696
580	0.262286067
581	0.2618965626
582	0.2614772797
583	0.2611326694
584	0.2607703209
585	0.2603275299
586	0.2598490715
587	0.2594926119
588	0.2592285395
589	0.258797431
590	0.2584536791
591	0.258106041
592	0.257798481
593	0.2574702501
594	0.2570171118
595	0.2566344261
596	0.2562932491
597	0.2558555126
598	0.2554524899
599	0.2550997019
600	0.2547626972
601	0.2544368267
602	0.2541050911
603	0.2538382053
604	0.2535133839
605	0.2531254053
606	0.2528787613
607	0.2526282072
608	0.2521966457
609	0.2517997742
610	0.2515040159
611	0.2511281967
612	0.2508372784
613	0.2505269527
614	0.2502698898
615	0.2499406099
616	0.2496496677
617	0.2493477821
618	0.2489627838
619	0.24852314
620	0.2482397556
621	0.2479349613
622	0.2475954533
623	0.2473667145
624	0.2470384359
625	0.2466065407
626	0.2463115692
627	0.2460155487
628	0.2456833601
629	0.2453543425
630	0.2450275421
631	0.2447526932
632	0.2443852425
633	0.2440716982
634	0.243763113
635	0.2433563232
636	0.2431001663
637	0.2427299976
638	0.2423680305
639	0.2420408726
640	0.2418148994
641	0.2413870811
642	0.2411452293
643	0.2409070253
644	0.2405981541
645	0.2403742552
646	0.2400993347
647	0.2397518158
648	0.2395027161
649	0.2391417027
650	0.2388152599
651	0.238573885
652	0.2382900476
653	0.2379656792
654	0.2376195908
655	0.2373613119
656	0.2369348049
657	0.236412859
658	0.2361005068
659	0.2357868671
660	0.2355955601
661	0.2352442741
662	0.2348698616
663	0.234594202
664	0.2341653109
665	0.2338898659
666	0.2334083319
667	0.2330948353
668	0.2328339338
669	0.2325198174
670	0.2322282791
671	0.2319316387
672	0.2316208363
673	0.231378603
674	0.2310426712
675	0.2308055401
676	0.2304618835
677	0.2300758839
678	0.2297558784
679	0.2294835329
680	0.2292299032
681	0.2289469242
682	0.2285659552
683	0.2282710314
684	0.2278827906
685	0.2274359465
686	0.2271448851
687	0.2269007206
688	0.226654768
689	0.226406908
690	0.2261280298
691	0.2258348942
692	0.2255373001
693	0.225287199
694	0.2250128508
695	0.2247884274
696	0.2245108128
697	0.2243040323
698	0.2240834713
699	0.2237199783
700	0.223414278
701	0.2231402159
702	0.222937727
703	0.2226413012
704	0.2223397732
705	0.2220620632
706	0.2217604399
707	0.2215056419
708	0.2212536097
709	0.220892334
710	0.2205677986
711	0.2202007294
712	0.2199737072
713	0.2195792913
714	0.2192382813
715	0.2189754963
716	0.2187038898
717	0.2184344053
718	0.2181604862
719	0.2179295301
720	0.2176709175
721	0.2173995256
722	0.217124176
723	0.216879487
724	0.2165721893
725	0.2162221909
726	0.215936327
727	0.2157134056
728	0.2154375315
729	0.2152287483
730	0.2150027752
731	0.2147510052
732	0.2144781351
733	0.2142459393
734	0.2140443802
735	0.2138377666
736	0.2136005878
737	0.2133636475
738	0.2130709171
739	0.2128754139
740	0.2125877857
741	0.2124346018
742	0.2121538639
743	0.211892271
744	0.211640501
745	0.2114162445
746	0.2111724615
747	0.2109534264
748	0.2106988192
749	0.2104557037
750	0.2101862669
751	0.2099319696
752	0.2096837759
753	0.2095154762
754	0.2093325138
755	0.2091275454
756	0.208889246
757	0.208686161
758	0.2084169626
759	0.2081887245
760	0.2079054832
761	0.2076908112
762	0.2073821545
763	0.2071223259
764	0.2069057465
765	0.2065852165
766	0.2063340664
767	0.2060065269
768	0.2058339119
769	0.2055897236
770	0.2053658962
771	0.2051304817
772	0.204897356
773	0.2046703339
774	0.2043994188
775	0.2041754246
776	0.2039866447
777	0.2037945271
778	0.2035476685
779	0.203357172
780	0.2032007694
781	0.2029916048
782	0.2027498245
783	0.202505064
784	0.2022853851
785	0.2020960331
786	0.201864028
787	0.20167346
788	0.2014551163
789	0.2011367798
790	0.2008818865
791	0.2006218195
792	0.2004167557
793	0.2000730515
794	0.1998607039
795	0.1996420145
796	0.1994393349
797	0.1992142081
798	0.198984313
799	0.1988001108
800	0.1985730648
801	0.1983836889
802	0.1981290579
803	0.1979446769
804	0.1977737308
805	0.1975623608
806	0.1973543763
807	0.1971433043
808	0.1968217492
809	0.1966207981
810	0.1964124203
811	0.1961475849
812	0.1959647298
813	0.1957628369
814	0.1955486774
815	0.1953653336
816	0.1950694799
817	0.1948747396
818	0.1946534872
819	0.1944631457
820	0.1942501307
821	0.194046855
822	0.1938162327
823	0.1936158419
824	0.1933912039
825	0.1931875706
826	0.1929966688
827	0.1928061008
828	0.1926181436
829	0.1923827529
830	0.1922371864
831	0.1920562744
832	0.191841352
833	0.1915654182
834	0.1913607121
835	0.1911485195
836	0.1909771204
837	0.1907719731
838	0.1904779434
839	0.1902310848
840	0.1899827957
841	0.189763701
842	0.1895223379
843	0.1892746329
844	0.1890867114
845	0.1889226437
846	0.1887370348
847	0.1885640383
848	0.1883484602
849	0.1880911827
850	0.1878600001
851	0.1876614213
852	0.1873954535
853	0.1872176766
854	0.1870115995
855	0.1867801905
856	0.1866042256
857	0.1863806129
858	0.1861153603
859	0.1858552337
860	0.1856068492
861	0.1853538036
862	0.1851882458
863	0.1849822879
864	0.1847029686
865	0.1844888568
866	0.1842840433
867	0.1840742111
868	0.183844924
869	0.1836816311
870	0.1834779739
871	0.1833178043
872	0.1831152678
873	0.1828805327
874	0.1826838374
875	0.1824740529
876	0.1823012114
877	0.1821481109
878	0.1819056988
879	0.1816960096
880	0.1814782381
881	0.1813252449
882	0.181116581
883	0.180979383
884	0.1807613134
885	0.180592227
886	0.180322504
887	0.1801139593
888	0.1799161196
889	0.1796970129
890	0.1794424772
891	0.1791701913
892	0.1789706826
893	0.1787690163
894	0.1786096334
895	0.1784426093
896	0.1782929897
897	0.1781202793
898	0.1778967619
899	0.1776967645
900	0.177522707
901	0.1773418665
902	0.1771601915
903	0.1769743204
904	0.1767673016
905	0.1765783548
906	0.1764223456
907	0.1761157274
908	0.1759243965
909	0.1756387472
910	0.1754243016
911	0.1751506567
912	0.1749394298
913	0.1747068644
914	0.1744607925
915	0.1743062854
916	0.1740998507
917	0.1738767624
918	0.1737180233
919	0.1734708905
920	0.1733448267
921	0.1730917096
922	0.1729187012
923	0.1727290154
924	0.1725880861
925	0.1724235177
926	0.1721303225
927	0.1719554186
928	0.1717931509
929	0.171568203
930	0.1713808656
931	0.1711301804
932	0.170955348
933	0.1707509756
934	0.1705955267
935	0.1704030037
936	0.1702519655
937	0.170087862
938	0.1698790312
939	0.1697333097
940	0.1696021676
941	0.1693921089
942	0.1691363573
943	0.1689646125
944	0.1687946558
945	0.1686337471
946	0.1683719993
947	0.1681890965
948	0.1680097342
949	0.16784904
950	0.1677267075
951	0.1675200105
952	0.1673407078
953	0.1671439409
954	0.1669526339
955	0.1668191791
956	0.1666339874
957	0.166461134
958	0.1662749648
959	0.1661072135
960	0.1659243584
961	0.1657442451
962	0.1656108141
963	0.1654288054
964	0.1652529478
965	0.1650726557
966	0.1648803473
967	0.1647007942
968	0.1645663977
969	0.1643960238
970	0.1641629577
971	0.16399014
972	0.1638226986
973	0.1636711836
974	0.1635218859
975	0.1633129597
976	0.163152504
977	0.1629766941
978	0.1627634525
979	0.1626111984
980	0.1624358177
981	0.1622411609
982	0.1621393323
983	0.1619690418
984	0.161760807
985	0.1615813017
986	0.1614282489
987	0.1612341523
988	0.1610611439
989	0.1608882427
990	0.1607741356
991	0.1605943441
992	0.1604132175
993	0.1602411151
994	0.1600595951
995	0.1599204421
996	0.159725976
997	0.1595462799
998	0.1593763351
999	0.159207058
