FileName,FC3_Delta,FC3_Theta,FC3_Alpha,FC3_Beta,FC3_Gamma,FCz_Delta,FCz_Theta,FCz_Alpha,FCz_Beta,FCz_Gamma,Pz_Delta,Pz_Theta,Pz_Alpha,Pz_Beta,Pz_Gamma,Oz_Delta,Oz_Theta,Oz_Alpha,Oz_Beta,Oz_Gamma
SimTrap_VR_1_PreTest_EEG,0.503849912,0.052373277,9.16E-06,0.036645747,0.407121906,0.503849912,0.052373277,9.16E-06,0.036645747,0.407121906,0.503849912,0.052373277,9.16E-06,0.036645747,0.407121906,0.503849912,0.052373277,9.16E-06,0.036645747,0.407121906
