,model,best_estimator,best_para,mean_test_accuracy,std_test_accuracy,mean_test_specificity,std_test_specificity,mean_test_sensitivity,std_test_sensitivity,mean_test_AUC,Accuracy,Precision,Recall,F1_Score,kappa_score
0,_DT,"DecisionTreeClassifier(criterion='entropy', max_features='log2',
                       min_samples_split=0.5, random_state=42,
                       splitter='random')","{'criterion': 'entropy', 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 0.5, 'random_state': 42, 'splitter': 'random'}",0.7375,0.09185586535436917,0.775,0.1457737973711325,0.7,0.1695582495781317,0.728125,0.6,0.5869565217391305,0.675,0.627906976744186,0.19999999999999996
1,_RF,"RandomForestClassifier(criterion='entropy', max_depth=3, n_estimators=20,
                       random_state=0)","{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 20, 'random_state': 0}",0.675,0.046770717334674264,0.65,0.16583123951777,0.7,0.1274754878398196,0.721875,0.6625,0.6585365853658537,0.675,0.6666666666666667,0.32499999999999996
2,_SVM,"SVC(C=65, class_weight={0: 3}, kernel='linear', probability=True,
    random_state=0)","{'C': 65, 'class_weight': {0: 3}, 'gamma': 'scale', 'kernel': 'linear', 'probability': True, 'random_state': 0}",0.6875,0.08838834764831845,0.725,0.1457737973711325,0.65,0.049999999999999996,0.784375,0.6375,0.6774193548387096,0.525,0.5915492957746479,0.275
3,_LR,"LogisticRegression(C=100.0, random_state=0)","{'C': 100.0, 'fit_intercept': True, 'max_iter': 100, 'random_state': 0, 'solver': 'lbfgs'}",0.65,0.1015504800579495,0.6,0.1457737973711325,0.7,0.18708286933869706,0.765625,0.625,0.625,0.625,0.625,0.25
4,_KN,"KNeighborsClassifier(algorithm='ball_tree', weights='distance')","{'algorithm': 'ball_tree', 'n_neighbors': 5, 'weights': 'distance'}",0.6125,0.06123724356957946,0.55,0.18708286933869706,0.675,0.15,0.675,0.6625,0.6444444444444445,0.725,0.6823529411764706,0.32499999999999996
5,_AD,"AdaBoostClassifier(algorithm='SAMME', estimator=DecisionTreeClassifier(),
                   learning_rate=0.01, random_state=0)","{'algorithm': 'SAMME', 'estimator': DecisionTreeClassifier(), 'learning_rate': 0.01, 'n_estimators': 50, 'random_state': 0}",0.575,0.082915619758885,0.475,0.1837117307087384,0.675,0.09999999999999999,0.575,0.5875,0.5777777777777777,0.65,0.6117647058823529,0.17500000000000004
6,_GB,"GradientBoostingClassifier(criterion='squared_error', learning_rate=0.5,
                           loss='exponential', random_state=0)","{'criterion': 'squared_error', 'learning_rate': 0.5, 'loss': 'exponential', 'random_state': 0}",0.6375,0.10752906583803283,0.55,0.09999999999999999,0.725,0.2,0.678125,0.6375,0.627906976744186,0.675,0.6506024096385542,0.275
7,_MLP,"MLPClassifier(activation='identity', hidden_layer_sizes=(3,), random_state=0)","{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (3,), 'learning_rate': 'constant', 'max_iter': 200, 'random_state': 0, 'solver': 'adam'}",0.6875,0.11180339887498948,0.675,0.1274754878398196,0.7,0.1274754878398196,0.734375,0.675,0.6944444444444444,0.625,0.6578947368421053,0.35
