,model,best_estimator,best_para,mean_test_accuracy,std_test_accuracy,mean_test_specificity,std_test_specificity,mean_test_sensitivity,std_test_sensitivity,mean_test_AUC,Accuracy,Precision,Recall,F1_Score,kappa_score
0,_DT,"DecisionTreeClassifier(criterion='entropy', min_samples_leaf=5,
                       min_samples_split=0.5, random_state=0,
                       splitter='random')","{'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 0.5, 'random_state': 0, 'splitter': 'random'}",0.775,0.08477912478906585,0.875,0.07905694150420949,0.675,0.203100960115899,0.775,0.75,0.8846153846153846,0.575,0.696969696969697,0.5
1,_RF,"RandomForestClassifier(criterion='entropy', max_depth=3, n_estimators=30,
                       random_state=42)","{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 30, 'random_state': 42}",0.8375,0.06373774391990981,0.825,0.06123724356957946,0.85,0.1457737973711325,0.8625,0.8,0.7857142857142857,0.825,0.8048780487804876,0.6
2,_SVM,"SVC(C=61, class_weight='balanced', gamma=0.001, probability=True,
    random_state=0)","{'C': 61, 'class_weight': 'balanced', 'gamma': 0.001, 'kernel': 'rbf', 'probability': True, 'random_state': 0}",0.725,0.075,0.6,0.09354143466934853,0.85,0.09354143466934853,0.796875,0.7125,0.6666666666666666,0.85,0.7472527472527473,0.42500000000000004
3,_LR,"LogisticRegression(C=0.1, random_state=0)","{'C': 0.1, 'fit_intercept': True, 'max_iter': 100, 'random_state': 0, 'solver': 'lbfgs'}",0.6875,0.11858541225631422,0.65,0.09354143466934853,0.725,0.16583123951777,0.790625,0.6625,0.6511627906976745,0.7,0.674698795180723,0.32499999999999996
4,_KN,"KNeighborsClassifier(algorithm='ball_tree', n_neighbors=4)","{'algorithm': 'ball_tree', 'n_neighbors': 4, 'weights': 'uniform'}",0.6,0.0637377439199098,0.725,0.049999999999999996,0.475,0.16583123951777,0.659375,0.55,0.5714285714285714,0.4,0.47058823529411764,0.09999999999999998
5,_AD,"AdaBoostClassifier(algorithm='SAMME', estimator=DecisionTreeClassifier(),
                   learning_rate=0.01, random_state=0)","{'algorithm': 'SAMME', 'estimator': DecisionTreeClassifier(), 'learning_rate': 0.01, 'n_estimators': 50, 'random_state': 0}",0.6875,0.10458250331675945,0.575,0.06123724356957946,0.8,0.21794494717703367,0.6875,0.6125,0.6046511627906976,0.65,0.6265060240963854,0.22499999999999998
6,_GB,"GradientBoostingClassifier(learning_rate=0.5, random_state=42)","{'criterion': 'friedman_mse', 'learning_rate': 0.5, 'loss': 'log_loss', 'random_state': 42}",0.775,0.09354143466934853,0.775,0.09354143466934853,0.775,0.1457737973711325,0.859375,0.7875,0.7674418604651163,0.825,0.7951807228915662,0.575
7,_MLP,"MLPClassifier(activation='logistic', hidden_layer_sizes=(3,), random_state=0)","{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (3,), 'learning_rate': 'constant', 'max_iter': 200, 'random_state': 0, 'solver': 'adam'}",0.7625,0.09185586535436917,0.725,0.1224744871391589,0.8,0.12747548783981963,0.8125,0.7125,0.7073170731707317,0.725,0.7160493827160495,0.42500000000000004
