2024-02-25-22:26:49.714637,-6.74978598482255,-5.92198722975242,-2.42212922790142,-2.69997572828452
2024-02-25-22:26:49.715641,-6.74146283798266,-5.93004297376191,-2.4087534765319,-2.69877335052266
2024-02-25-22:26:49.715641,-6.75225244869175,-5.94470712058699,-2.406432868752,-2.71397604290826
2024-02-25-22:26:49.717632,-6.75172699278027,-5.91096387531046,-2.38981088442044,-2.68689729894321
2024-02-25-22:26:49.718561,-6.73109583594259,-5.9034111478141,-2.38982958391907,-2.67897806127371
2024-02-25-22:26:49.719560,-6.73803334993405,-5.91285813452161,-2.36840556833951,-2.69919595919168
2024-02-25-22:26:49.719560,-6.73301253455209,-5.908828392567,-2.38278174288569,-2.68400635645512
2024-02-25-22:26:49.720560,-6.74379466546173,-5.91575094695956,-2.40299964080367,-2.68733486721113
2024-02-25-22:26:49.720560,-6.71956198518805,-5.89997791986576,-2.37903249341052,-2.68890188519627
2024-02-25-22:26:49.721566,-6.74084201462816,-5.9107301315776,-2.38798581335422,-2.67889204358001
2024-02-25-22:26:49.721566,-6.74227439622317,-5.91248414454902,-2.40169628574921,-2.67426391766927
2024-02-25-22:26:49.722577,-6.73621388871742,-5.91005881957681,-2.38671237749757,-2.70318830214903
2024-02-25-22:26:49.723578,-6.74229870557139,-5.92019394783387,-2.40179539309194,-2.70626249972369
2024-02-25-22:26:49.723578,-6.74532802434933,-5.9119605585874,-2.37070747662077,-2.6722799008647
2024-02-25-22:26:49.724655,-6.72325326621747,-5.90256406052619,-2.38884225039144,-2.68108736471909
2024-02-25-22:26:49.724655,-6.7244724735281,-5.89766666183518,-2.38257230850105,-2.68881025765298
2024-02-25-22:26:49.725676,-6.72327757556569,-5.89146403813985,-2.37533747248138,-2.68375204327376
2024-02-25-22:26:49.725676,-6.73494606271035,-5.90134111331584,-2.36187196351844,-2.67586272480207
2024-02-25-22:26:49.727661,-6.7126843095922,-5.89968246778742,-2.36403736545971,-2.68226543313274
2024-02-25-22:26:49.727661,-6.74339636614092,-5.91165388680988,-2.37185001598702,-2.6862671258394
2024-02-25-22:26:49.727661,-6.75860653832598,-5.90653209413532,-2.38585968036007,-2.68488149299097
2024-02-25-22:26:49.728651,-6.72655372772553,-5.89050101396044,-2.36534446041389,-2.68705437473169
2024-02-25-22:26:49.728651,-6.72787765222849,-5.90571866594495,-2.35725318735701,-2.68901782208777
2024-02-25-22:26:49.729656,-6.74294196832423,-5.90697527225284,-2.35609568839185,-2.67632647236808
2024-02-25-22:26:49.729656,-6.72743073421125,-5.89216339938859,-2.36982486028547,-2.68663737591226
2024-02-25-22:26:49.729656,-6.72392457821826,-5.90365237134642,-2.35991225606209,-2.69041467463537
2024-02-25-22:26:49.730662,-6.73453841364024,-5.91031313275816,-2.35708302191948,-2.68053572950953
2024-02-25-22:26:49.730662,-6.72933060327198,-5.9163942097124,-2.3901960940922,-2.67886586428193
2024-02-25-22:26:49.731925,-6.72436214648618,-5.91658868449815,-2.36309865062852,-2.6859492343627
2024-02-25-22:26:49.731925,-6.72615355845487,-5.91616046597954,-2.3618887930672,-2.67707258236339
2024-02-25-22:26:49.733002,-6.73965833636493,-5.91466637603906,-2.38948177324456,-2.67251925444716
2024-02-25-22:26:49.733002,-6.70607964667634,-5.87781901399007,-2.32040395535815,-2.68628956523776
2024-02-25-22:26:49.734020,-6.72369083448539,-5.88607671258476,-2.35233895911723,-2.68332569470502
2024-02-25-22:26:49.734020,-6.73514240744596,-5.89832114428721,-2.37139374822047,-2.69184518628051
2024-02-25-22:26:49.735004,-6.71681128893968,-5.9011260690816,-2.36214684614829,-2.70643453511108
2024-02-25-22:26:49.735004,-6.72049135026992,-5.9037290392908,-2.36681050110643,-2.71992809332196
2024-02-25-22:26:49.735004,-6.69857740782627,-5.90425262525241,-2.35271668898954,-2.70130900253679
2024-02-25-22:26:49.736009,-6.7059001314895,-5.8936406597803,-2.38246011150927,-2.70389701314708
2024-02-25-22:26:49.736009,-6.67620345771634,-5.87243355838484,-2.34713114874898,-2.68826236234314
2024-02-25-22:26:49.737028,-6.67735908673163,-5.88591963679627,-2.3462728417619,-2.69335236587003
2024-02-25-22:26:49.737028,-6.68108776675831,-5.86772689457985,-2.33680528560589,-2.69416766401027
2024-02-25-22:26:49.737617,-6.65844454386812,-5.8554319742311,-2.34582966364438,-2.69096069999535
2024-02-25-22:26:49.737617,-6.65461675649871,-5.87360040709931,-2.34265261882727,-2.69347765251085
2024-02-25-22:26:49.740621,-6.67684298056947,-5.88309601250325,-2.3568043993899,-2.68735356670976
2024-02-25-22:26:49.741694,-6.66698647484197,-5.86508278547367,-2.35896606143145,-2.69859196538596
2024-02-25-22:26:49.741694,-6.66418341999745,-5.87175850648432,-2.35444265271303,-2.71336082940336
2024-02-25-22:26:49.742693,-6.66870121886628,-5.85833039651864,-2.33691561264781,-2.70788374625484
2024-02-25-22:26:49.742693,-6.6589045515344,-5.86687606739222,-2.33495777514132,-2.70324440064492
