2024-06-18-21:17:18.368219,-5.36701789958316,-6.78081219294824,-2.78122317987887,-4.97772051741971
2024-06-18-21:17:18.383827,-5.33103445437085,-6.81075383015344,-2.7272246376871,-4.99051097448213
2024-06-18-21:17:18.383827,-5.32025045351134,-6.82955430607532,-2.66826698845886,-4.97088585067071
2024-06-18-21:17:18.383827,-5.38105748315403,-6.79385135334244,-2.78205343761801,-4.98130147140721
2024-06-18-21:17:18.399464,-5.33895556199021,-6.79502942175608,-2.73063916613681,-4.98189985536335
2024-06-18-21:17:18.399464,-5.32586404299985,-6.83180011586069,-2.66117987847836,-4.99977283615321
2024-06-18-21:17:18.399464,-5.36422793438768,-6.80681945564184,-2.729313371684,-4.98533869316128
2024-06-18-21:17:18.399464,-5.33508102587422,-6.79357834066245,-2.75126658307477,-4.97780466516354
2024-06-18-21:17:18.399464,-5.33972598133374,-6.85106059944885,-2.70892904822822,-5.00184100070161
2024-06-18-21:17:18.399464,-5.35988030095637,-6.85376080705091,-2.71428832453537,-5.00468706439299
2024-06-18-21:17:18.415066,-5.38868126874518,-6.81632628074497,-2.78308751989221,-4.98766491079076
2024-06-18-21:17:18.415066,-5.33904718953349,-6.81533333736775,-2.71033338057528,-4.98804264066307
2024-06-18-21:17:18.415066,-5.33101949477194,-6.85801681293894,-2.67659013529875,-5.01468568631006
2024-06-18-21:17:18.415066,-5.37832922630401,-6.82465877733417,-2.77523747036764,-5.00927218145689
2024-06-18-21:17:18.415066,-5.2925303167433,-6.7861658594058,-2.70012719422342,-4.95053144641274
2024-06-18-21:17:18.430696,-5.29237885080441,-6.86547043309257,-2.67619744582754,-5.01025390513492
2024-06-18-21:17:18.430696,-5.32431011466376,-6.8157091972902,-2.72119591932903,-4.968903703816
2024-06-18-21:17:18.430696,-5.31368692949247,-6.81056496521729,-2.76473209203771,-4.97603569259321
2024-06-18-21:17:18.446322,-5.29338862373039,-6.84850624793609,-2.70731154159679,-4.99151513755853
2024-06-18-21:17:18.446322,-5.31931360863002,-6.86887748174282,-2.7141405984962,-5.0283531498582
2024-06-18-21:17:18.446322,-5.35133836998252,-6.83798404005739,-2.79296646501805,-5.0414727180965
2024-06-18-21:17:18.446322,-5.28439229493984,-6.82287297521508,-2.70582493145576,-5.01370209268216
2024-06-18-21:17:18.446322,-5.23411869287503,-6.83563351307969,-2.64626889827138,-4.99576740354682
2024-06-18-21:17:18.446322,-5.27025734392597,-6.80342362669076,-2.74260123540996,-4.99030154009749
2024-06-18-21:17:18.446322,-5.22096359558934,-6.7989525765685,-2.69782528594216,-4.98936843511589
2024-06-18-21:17:18.446322,-5.21227767847604,-6.8644045616707,-2.6772838866979,-5.01689783699791
2024-06-18-21:17:18.446322,-5.26113572849461,-6.86009432723665,-2.75817417786842,-5.02466934862823
2024-06-18-21:17:18.446322,-5.21560057938246,-6.81775305249038,-2.74051998121252,-4.97537934019132
2024-06-18-21:17:18.493173,-5.19876542076652,-6.84819957615857,-2.69973824465193,-4.98000185625248
2024-06-18-21:17:18.493173,-5.21411022934171,-6.84918690968619,-2.70626436967355,-4.96840629715247
2024-06-18-21:17:18.493173,-5.25207769135859,-6.80566756652628,-2.759053054304,-4.95339994950247
2024-06-18-21:17:18.493173,-5.25533140412008,-6.83532871125204,-2.72594559198086,-4.9876424713924
2024-06-18-21:17:18.493173,-5.25678248521372,-6.84787233493255,-2.65566352638273,-4.95520071122047
2024-06-18-21:17:18.493173,-5.35124113258964,-6.81375509968344,-2.76089308496912,-4.9743415180174
2024-06-18-21:17:18.493173,-5.35038656550229,-6.81615985520716,-2.72330522277441,-4.9752091747538
2024-06-18-21:17:18.493173,-5.35460891229278,-6.84950854106262,-2.68107988491964,-4.96283197661108
2024-06-18-21:17:18.540036,-5.45613223025084,-6.84785737533365,-2.75771043030241,-4.98303117503042
2024-06-18-21:17:18.540036,-5.44035546325732,-6.79654408114505,-2.74986973052716,-4.96050014913201
2024-06-18-21:17:18.540036,-5.453456331997,-6.83321005805734,-2.70182136879923,-4.97341776278511
2024-06-18-21:17:18.540036,-5.51497394258759,-6.86655126411334,-2.72669170197617,-4.99113366778649
2024-06-18-21:17:18.555672,-5.54309424862629,-6.82043643054368,-2.7813727758679,-4.9693581016327
2024-06-18-21:17:18.555672,-5.49502718739974,-6.80479056004056,-2.70408587808324,-4.91373644295991
2024-06-18-21:17:18.555672,-5.5182370050984,-6.88551629562315,-2.72482362206311,-4.95799441631569
2024-06-18-21:17:18.555672,-5.50416563237987,-6.80851737011738,-2.76785864820852,-4.9151445152067
2024-06-18-21:17:18.555672,-5.44382796015278,-6.80843696227327,-2.7180749730078,-4.87661419828107
2024-06-18-21:17:18.571288,-5.41647246360801,-6.87057913611809,-2.69577208099266,-4.91344099088157
