2024-04-01-20:48:20.622896,-3566
2024-04-01-20:48:20.622896,-3566
2024-04-01-20:48:20.622896,-3567
2024-04-01-20:48:20.622896,-3565
2024-04-01-20:48:20.652879,-3567
2024-04-01-20:48:20.652879,-3565
2024-04-01-20:48:20.652879,-3566
2024-04-01-20:48:20.652879,-3565
2024-04-01-20:48:20.655877,-3565
2024-04-01-20:48:20.655877,-3564
2024-04-01-20:48:20.655877,-3566
2024-04-01-20:48:20.655877,-3565
2024-04-01-20:48:20.657876,-3565
2024-04-01-20:48:20.657876,-3565
2024-04-01-20:48:20.657876,-3565
2024-04-01-20:48:20.657876,-3566
2024-04-01-20:48:20.669870,-3566
2024-04-01-20:48:20.669870,-3565
2024-04-01-20:48:20.669870,-3565
2024-04-01-20:48:20.669870,-3565
2024-04-01-20:48:20.699941,-3565
2024-04-01-20:48:20.699941,-3565
2024-04-01-20:48:20.699941,-3566
2024-04-01-20:48:20.699941,-3564
2024-04-01-20:48:20.760016,-3565
2024-04-01-20:48:20.760016,-3565
2024-04-01-20:48:20.760016,-3566
2024-04-01-20:48:20.760016,-3564
2024-04-01-20:48:20.762015,-3565
2024-04-01-20:48:20.762015,-3567
2024-04-01-20:48:20.762015,-3565
2024-04-01-20:48:20.762015,-3566
2024-04-01-20:48:20.795999,-3565
2024-04-01-20:48:20.795999,-3564
2024-04-01-20:48:20.795999,-3565
2024-04-01-20:48:20.795999,-3566
2024-04-01-20:48:20.810990,-3566
2024-04-01-20:48:20.810990,-3565
2024-04-01-20:48:20.810990,-3564
2024-04-01-20:48:20.810990,-3566
2024-04-01-20:48:20.813986,-3566
2024-04-01-20:48:20.813986,-3565
2024-04-01-20:48:20.813986,-3565
2024-04-01-20:48:20.813986,-3564
2024-04-01-20:48:20.813986,-3566
2024-04-01-20:48:20.849966,-3565
2024-04-01-20:48:20.849966,-3566
2024-04-01-20:48:20.849966,-3566
2024-04-01-20:48:20.849966,-3566
2024-04-01-20:48:20.909933,-3567
2024-04-01-20:48:20.909933,-3566
2024-04-01-20:48:20.909933,-3565
2024-04-01-20:48:20.909933,-3566
2024-04-01-20:48:20.910932,-3566
2024-04-01-20:48:20.910932,-3566
2024-04-01-20:48:20.910932,-3566
2024-04-01-20:48:20.910932,-3565
2024-04-01-20:48:20.947912,-3567
2024-04-01-20:48:20.947912,-3565
2024-04-01-20:48:20.947912,-3566
2024-04-01-20:48:20.947912,-3565
2024-04-01-20:48:20.947912,-3565
2024-04-01-20:48:20.949911,-3566
2024-04-01-20:48:20.949911,-3567
2024-04-01-20:48:20.949911,-3567
2024-04-01-20:48:20.949911,-3565
2024-04-01-20:48:20.966901,-3564
2024-04-01-20:48:20.966901,-3565
2024-04-01-20:48:20.966901,-3566
2024-04-01-20:48:20.966901,-3565
2024-04-01-20:48:20.997890,-3565
2024-04-01-20:48:20.997890,-3566
2024-04-01-20:48:20.997890,-3565
2024-04-01-20:48:20.997890,-3565
2024-04-01-20:48:20.999883,-3566
2024-04-01-20:48:20.999883,-3565
2024-04-01-20:48:20.999883,-3566
2024-04-01-20:48:20.999883,-3566
2024-04-01-20:48:21.018929,-3565
2024-04-01-20:48:21.018929,-3566
2024-04-01-20:48:21.018929,-3566
2024-04-01-20:48:21.018929,-3565
2024-04-01-20:48:21.019929,-3565
2024-04-01-20:48:21.019929,-3565
2024-04-01-20:48:21.019929,-3565
2024-04-01-20:48:21.019929,-3565
2024-04-01-20:48:21.119873,-3564
2024-04-01-20:48:21.119873,-3566
2024-04-01-20:48:21.119873,-3566
2024-04-01-20:48:21.119873,-3566
2024-04-01-20:48:21.120872,-3565
2024-04-01-20:48:21.120872,-3566
2024-04-01-20:48:21.120872,-3564
2024-04-01-20:48:21.120872,-3566
2024-04-01-20:48:21.122871,-3564
2024-04-01-20:48:21.122871,-3565
2024-04-01-20:48:21.122871,-3566
2024-04-01-20:48:21.122871,-3564
2024-04-01-20:48:21.130867,-3566
2024-04-01-20:48:21.130867,-3564
2024-04-01-20:48:21.130867,-3566
2024-04-01-20:48:21.130867,-3564
2024-04-01-20:48:21.137863,-3565
2024-04-01-20:48:21.137863,-3565
2024-04-01-20:48:21.137863,-3565
2024-04-01-20:48:21.137863,-3565
2024-04-01-20:48:21.155853,-3566
2024-04-01-20:48:21.155853,-3564
2024-04-01-20:48:21.155853,-3566
2024-04-01-20:48:21.155853,-3564
2024-04-01-20:48:21.157852,-3566
2024-04-01-20:48:21.157852,-3566
2024-04-01-20:48:21.157852,-3566
2024-04-01-20:48:21.157852,-3566
2024-04-01-20:48:21.180839,-3567
2024-04-01-20:48:21.180839,-3565
2024-04-01-20:48:21.180839,-3565
2024-04-01-20:48:21.180839,-3565
2024-04-01-20:48:21.180839,-3565
2024-04-01-20:48:21.210822,-3566
2024-04-01-20:48:21.210822,-3566
2024-04-01-20:48:21.210822,-3567
2024-04-01-20:48:21.210822,-3565
2024-04-01-20:48:21.212821,-3566
2024-04-01-20:48:21.212821,-3565
2024-04-01-20:48:21.212821,-3566
2024-04-01-20:48:21.212821,-3565
2024-04-01-20:48:21.219820,-3564
2024-04-01-20:48:21.219820,-3565
2024-04-01-20:48:21.219820,-3565
2024-04-01-20:48:21.260794,-3565
2024-04-01-20:48:21.260794,-3566
2024-04-01-20:48:21.260794,-3567
2024-04-01-20:48:21.260794,-3565
2024-04-01-20:48:21.263802,-3567
2024-04-01-20:48:21.263802,-3564
2024-04-01-20:48:21.263802,-3567
2024-04-01-20:48:21.263802,-3564
2024-04-01-20:48:21.283782,-3564
2024-04-01-20:48:21.283782,-3566
2024-04-01-20:48:21.283782,-3564
2024-04-01-20:48:21.283782,-3564
2024-04-01-20:48:21.285781,-3566
2024-04-01-20:48:21.285781,-3567
2024-04-01-20:48:21.285781,-3566
2024-04-01-20:48:21.285781,-3564
2024-04-01-20:48:21.285781,-3564
2024-04-01-20:48:21.311930,-3564
2024-04-01-20:48:21.311930,-3566
2024-04-01-20:48:21.311930,-3565
2024-04-01-20:48:21.341894,-3564
2024-04-01-20:48:21.341894,-3565
2024-04-01-20:48:21.341894,-3565
2024-04-01-20:48:21.341894,-3565
2024-04-01-20:48:21.342893,-3566
2024-04-01-20:48:21.342893,-3565
2024-04-01-20:48:21.342893,-3566
2024-04-01-20:48:21.342893,-3565
2024-04-01-20:48:21.391866,-3565
2024-04-01-20:48:21.391866,-3567
2024-04-01-20:48:21.391866,-3565
2024-04-01-20:48:21.391866,-3565
2024-04-01-20:48:21.393865,-3565
2024-04-01-20:48:21.393865,-3564
2024-04-01-20:48:21.393865,-3566
2024-04-01-20:48:21.393865,-3564
2024-04-01-20:48:21.395865,-3566
2024-04-01-20:48:21.395865,-3566
2024-04-01-20:48:21.395865,-3565
2024-04-01-20:48:21.395865,-3566
2024-04-01-20:48:21.433844,-3565
2024-04-01-20:48:21.433844,-3567
2024-04-01-20:48:21.433844,-3566
2024-04-01-20:48:21.433844,-3564
2024-04-01-20:48:21.435842,-3565
2024-04-01-20:48:21.435842,-3565
2024-04-01-20:48:21.435842,-3565
2024-04-01-20:48:21.435842,-3565
2024-04-01-20:48:21.474820,-3565
2024-04-01-20:48:21.474820,-3565
2024-04-01-20:48:21.474820,-3566
2024-04-01-20:48:21.474820,-3566
2024-04-01-20:48:21.499806,-3566
2024-04-01-20:48:21.499806,-3565
2024-04-01-20:48:21.499806,-3565
2024-04-01-20:48:21.499806,-3565
2024-04-01-20:48:21.501805,-3566
2024-04-01-20:48:21.501805,-3564
2024-04-01-20:48:21.501805,-3564
2024-04-01-20:48:21.501805,-3565
2024-04-01-20:48:21.516818,-3565
2024-04-01-20:48:21.516818,-3564
2024-04-01-20:48:21.516818,-3565
2024-04-01-20:48:21.516818,-3568
2024-04-01-20:48:21.521795,-3566
2024-04-01-20:48:21.521795,-3565
2024-04-01-20:48:21.521795,-3566
2024-04-01-20:48:21.521795,-3566
2024-04-01-20:48:21.589765,-3565
2024-04-01-20:48:21.589765,-3566
2024-04-01-20:48:21.589765,-3565
2024-04-01-20:48:21.589765,-3565
2024-04-01-20:48:21.590756,-3565
2024-04-01-20:48:21.590756,-3565
2024-04-01-20:48:21.590756,-3566
2024-04-01-20:48:21.590756,-3566
2024-04-01-20:48:21.617873,-3564
2024-04-01-20:48:21.617873,-3565
2024-04-01-20:48:21.617873,-3564
2024-04-01-20:48:21.617873,-3564
2024-04-01-20:48:21.642845,-3564
2024-04-01-20:48:21.642845,-3564
2024-04-01-20:48:21.642845,-3565
2024-04-01-20:48:21.642845,-3565
2024-04-01-20:48:21.644838,-3566
2024-04-01-20:48:21.644838,-3565
2024-04-01-20:48:21.644838,-3565
2024-04-01-20:48:21.644838,-3565
2024-04-01-20:48:21.644838,-3566
2024-04-01-20:48:21.646839,-3565
2024-04-01-20:48:21.646839,-3566
2024-04-01-20:48:21.646839,-3566
2024-04-01-20:48:21.646839,-3565
2024-04-01-20:48:21.708803,-3565
2024-04-01-20:48:21.708803,-3566
2024-04-01-20:48:21.708803,-3565
2024-04-01-20:48:21.708803,-3564
2024-04-01-20:48:21.710815,-3564
2024-04-01-20:48:21.710815,-3565
2024-04-01-20:48:21.710815,-3565
2024-04-01-20:48:21.710815,-3565
2024-04-01-20:48:21.738788,-3566
2024-04-01-20:48:21.738788,-3567
2024-04-01-20:48:21.738788,-3564
2024-04-01-20:48:21.738788,-3564
2024-04-01-20:48:21.780770,-3564
2024-04-01-20:48:21.780770,-3564
2024-04-01-20:48:21.780770,-3566
2024-04-01-20:48:21.780770,-3566
2024-04-01-20:48:21.782761,-3565
2024-04-01-20:48:21.782761,-3566
2024-04-01-20:48:21.782761,-3566
2024-04-01-20:48:21.782761,-3565
2024-04-01-20:48:21.782761,-3566
2024-04-01-20:48:21.784762,-3565
2024-04-01-20:48:21.784762,-3568
2024-04-01-20:48:21.784762,-3565
2024-04-01-20:48:21.784762,-3566
2024-04-01-20:48:21.814754,-3564
2024-04-01-20:48:21.814754,-3566
2024-04-01-20:48:21.814754,-3565
2024-04-01-20:48:21.814754,-3565
2024-04-01-20:48:21.839754,-3565
2024-04-01-20:48:21.839754,-3566
2024-04-01-20:48:21.839754,-3566
2024-04-01-20:48:21.839754,-3566
2024-04-01-20:48:21.842739,-3566
2024-04-01-20:48:21.842739,-3564
2024-04-01-20:48:21.842739,-3565
2024-04-01-20:48:21.842739,-3564
2024-04-01-20:48:21.880722,-3564
2024-04-01-20:48:21.880722,-3566
2024-04-01-20:48:21.880722,-3566
2024-04-01-20:48:21.880722,-3567
2024-04-01-20:48:21.883707,-3566
2024-04-01-20:48:21.883707,-3565
2024-04-01-20:48:21.883707,-3566
2024-04-01-20:48:21.883707,-3566
2024-04-01-20:48:21.884716,-3566
2024-04-01-20:48:21.884716,-3565
2024-04-01-20:48:21.884716,-3565
2024-04-01-20:48:21.884716,-3565
2024-04-01-20:48:21.889704,-3565
2024-04-01-20:48:21.889704,-3564
2024-04-01-20:48:21.889704,-3565
2024-04-01-20:48:21.889704,-3567
2024-04-01-20:48:21.922689,-3565
2024-04-01-20:48:21.922689,-3566
2024-04-01-20:48:21.922689,-3566
2024-04-01-20:48:21.922689,-3564
2024-04-01-20:48:21.924693,-3564
2024-04-01-20:48:21.924693,-3567
2024-04-01-20:48:21.924693,-3566
2024-04-01-20:48:21.924693,-3566
2024-04-01-20:48:21.938675,-3565
2024-04-01-20:48:21.938675,-3566
2024-04-01-20:48:21.938675,-3564
2024-04-01-20:48:21.938675,-3566
2024-04-01-20:48:21.986668,-3565
2024-04-01-20:48:21.986668,-3565
2024-04-01-20:48:21.986668,-3566
2024-04-01-20:48:21.986668,-3566
2024-04-01-20:48:21.988662,-3566
2024-04-01-20:48:21.988662,-3566
2024-04-01-20:48:21.988662,-3566
2024-04-01-20:48:21.988662,-3566
2024-04-01-20:48:21.988662,-3566
2024-04-01-20:48:22.041618,-3566
2024-04-01-20:48:22.041618,-3565
2024-04-01-20:48:22.041618,-3565
2024-04-01-20:48:22.041618,-3565
2024-04-01-20:48:22.042618,-3565
2024-04-01-20:48:22.042618,-3564
2024-04-01-20:48:22.042618,-3566
2024-04-01-20:48:22.042618,-3565
2024-04-01-20:48:22.057609,-3566
2024-04-01-20:48:22.057609,-3566
2024-04-01-20:48:22.057609,-3565
2024-04-01-20:48:22.057609,-3565
2024-04-01-20:48:22.088592,-3566
2024-04-01-20:48:22.088592,-3566
2024-04-01-20:48:22.088592,-3564
2024-04-01-20:48:22.088592,-3565
2024-04-01-20:48:22.091591,-3566
2024-04-01-20:48:22.091591,-3565
2024-04-01-20:48:22.091591,-3567
2024-04-01-20:48:22.091591,-3564
2024-04-01-20:48:22.107582,-3565
2024-04-01-20:48:22.107582,-3566
2024-04-01-20:48:22.107582,-3565
2024-04-01-20:48:22.107582,-3565
2024-04-01-20:48:22.107582,-3566
2024-04-01-20:48:22.231513,-3564
2024-04-01-20:48:22.231513,-3565
2024-04-01-20:48:22.231513,-3566
2024-04-01-20:48:22.231513,-3566
2024-04-01-20:48:22.234511,-3565
2024-04-01-20:48:22.234511,-3565
2024-04-01-20:48:22.234511,-3566
2024-04-01-20:48:22.234511,-3566
2024-04-01-20:48:22.235511,-3566
2024-04-01-20:48:22.235511,-3565
2024-04-01-20:48:22.235511,-3565
2024-04-01-20:48:22.236511,-3567
2024-04-01-20:48:22.236511,-3564
2024-04-01-20:48:22.236511,-3565
2024-04-01-20:48:22.236511,-3565
2024-04-01-20:48:22.238510,-3565
2024-04-01-20:48:22.238510,-3565
2024-04-01-20:48:22.238510,-3564
2024-04-01-20:48:22.238510,-3565
2024-04-01-20:48:22.239509,-3565
2024-04-01-20:48:22.239509,-3566
2024-04-01-20:48:22.239509,-3565
2024-04-01-20:48:22.239509,-3565
2024-04-01-20:48:22.241507,-3567
2024-04-01-20:48:22.241507,-3566
2024-04-01-20:48:22.241507,-3566
2024-04-01-20:48:22.241507,-3565
2024-04-01-20:48:22.241507,-3565
2024-04-01-20:48:22.243506,-3567
2024-04-01-20:48:22.243506,-3565
2024-04-01-20:48:22.243506,-3565
2024-04-01-20:48:22.243506,-3567
2024-04-01-20:48:22.286483,-3565
2024-04-01-20:48:22.286483,-3565
2024-04-01-20:48:22.286483,-3567
2024-04-01-20:48:22.286483,-3567
2024-04-01-20:48:22.287482,-3566
2024-04-01-20:48:22.287482,-3565
2024-04-01-20:48:22.287482,-3566
2024-04-01-20:48:22.287482,-3564
2024-04-01-20:48:22.291479,-3565
2024-04-01-20:48:22.291479,-3565
2024-04-01-20:48:22.291479,-3565
2024-04-01-20:48:22.291479,-3566
2024-04-01-20:48:22.322477,-3565
2024-04-01-20:48:22.322477,-3565
2024-04-01-20:48:22.322477,-3566
2024-04-01-20:48:22.322477,-3566
2024-04-01-20:48:22.324469,-3565
2024-04-01-20:48:22.324469,-3564
2024-04-01-20:48:22.324469,-3565
2024-04-01-20:48:22.324469,-3565
2024-04-01-20:48:22.347448,-3566
2024-04-01-20:48:22.347448,-3566
2024-04-01-20:48:22.347448,-3566
2024-04-01-20:48:22.347448,-3565
2024-04-01-20:48:22.383430,-3565
2024-04-01-20:48:22.383430,-3564
2024-04-01-20:48:22.383430,-3566
2024-04-01-20:48:22.383430,-3565
2024-04-01-20:48:22.406415,-3565
2024-04-01-20:48:22.406415,-3565
2024-04-01-20:48:22.406415,-3566
2024-04-01-20:48:22.406415,-3566
2024-04-01-20:48:22.410423,-3564
2024-04-01-20:48:22.410423,-3564
2024-04-01-20:48:22.410423,-3565
2024-04-01-20:48:22.410423,-3564
2024-04-01-20:48:22.410423,-3566
2024-04-01-20:48:22.434400,-3566
2024-04-01-20:48:22.434400,-3565
2024-04-01-20:48:22.434400,-3566
2024-04-01-20:48:22.434400,-3565
2024-04-01-20:48:22.435399,-3566
2024-04-01-20:48:22.435399,-3566
2024-04-01-20:48:22.435399,-3566
2024-04-01-20:48:22.435399,-3564
2024-04-01-20:48:22.488370,-3565
2024-04-01-20:48:22.488370,-3566
2024-04-01-20:48:22.488370,-3565
2024-04-01-20:48:22.488370,-3566
2024-04-01-20:48:22.510359,-3567
2024-04-01-20:48:22.510359,-3566
2024-04-01-20:48:22.510359,-3565
2024-04-01-20:48:22.510359,-3567
2024-04-01-20:48:22.512372,-3566
2024-04-01-20:48:22.512372,-3565
2024-04-01-20:48:22.512372,-3566
2024-04-01-20:48:22.512372,-3567
2024-04-01-20:48:22.541341,-3566
2024-04-01-20:48:22.541341,-3566
2024-04-01-20:48:22.541341,-3565
2024-04-01-20:48:22.541341,-3566
2024-04-01-20:48:22.543339,-3566
2024-04-01-20:48:22.543339,-3565
2024-04-01-20:48:22.543339,-3565
2024-04-01-20:48:22.543339,-3565
2024-04-01-20:48:22.554333,-3566
2024-04-01-20:48:22.554333,-3566
2024-04-01-20:48:22.554333,-3565
2024-04-01-20:48:22.554333,-3566
2024-04-01-20:48:22.591332,-3566
2024-04-01-20:48:22.591332,-3566
2024-04-01-20:48:22.591332,-3566
2024-04-01-20:48:22.591332,-3565
2024-04-01-20:48:22.593327,-3567
2024-04-01-20:48:22.593327,-3565
2024-04-01-20:48:22.593327,-3565
2024-04-01-20:48:22.593327,-3568
2024-04-01-20:48:22.597310,-3565
2024-04-01-20:48:22.597310,-3565
2024-04-01-20:48:22.597310,-3565
2024-04-01-20:48:22.597310,-3566
2024-04-01-20:48:22.647546,-3566
2024-04-01-20:48:22.647546,-3565
2024-04-01-20:48:22.647546,-3566
2024-04-01-20:48:22.647546,-3566
2024-04-01-20:48:22.649537,-3564
