,model,best_estimator,best_para,mean_test_accuracy,std_test_accuracy,mean_test_specificity,std_test_specificity,mean_test_sensitivity,std_test_sensitivity,mean_test_AUC,Accuracy,Precision,Recall,F1_Score,kappa_score
0,_DT,"DecisionTreeClassifier(max_features='sqrt', min_samples_split=0.5,
                       random_state=0)","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 0.5, 'random_state': 0, 'splitter': 'best'}",0.8115384615384617,0.09452465944188086,0.7809523809523811,0.07589227357385347,0.8380952380952381,0.14937511563198214,0.7948412698412699,0.78125,0.8,0.75,0.7741935483870969,0.5625
1,_RF,"RandomForestClassifier(criterion='entropy', max_depth=4, max_features='log2',
                       n_estimators=20, random_state=0)","{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 20, 'random_state': 0}",0.7666666666666667,0.044706655831186416,0.780952380952381,0.1486141574697832,0.7476190476190476,0.22617794451500794,0.8087301587301589,0.640625,0.6551724137931034,0.59375,0.6229508196721311,0.28125
2,_SVM,"SVC(C=3, class_weight='balanced', gamma='auto', probability=True,
    random_state=0)","{'C': 3, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'probability': True, 'random_state': 0}",0.6115384615384615,0.07730673554708378,0.661904761904762,0.0957131011535323,0.5666666666666667,0.09331389496316868,0.7206349206349206,0.625,0.6176470588235294,0.65625,0.6363636363636364,0.25
3,_LR,"LogisticRegression(C=0.01, random_state=0)","{'C': 0.01, 'fit_intercept': True, 'max_iter': 100, 'random_state': 0, 'solver': 'lbfgs'}",0.6269230769230769,0.09699630933014222,0.6428571428571429,0.23761857047380286,0.638095238095238,0.20995626366712958,0.7007936507936507,0.4375,0.42857142857142855,0.375,0.39999999999999997,-0.125
4,_KN,"KNeighborsClassifier(algorithm='ball_tree', n_neighbors=4)","{'algorithm': 'ball_tree', 'n_neighbors': 4, 'weights': 'uniform'}",0.49743589743589745,0.1176137942685099,0.6761904761904762,0.21167724543707495,0.3095238095238095,0.085183541999992,0.5174603174603174,0.5,0.5,0.34375,0.4074074074074074,0.0
5,_AD,"AdaBoostClassifier(algorithm='SAMME', estimator=DecisionTreeClassifier(),
                   learning_rate=0.01, random_state=42)","{'algorithm': 'SAMME', 'estimator': DecisionTreeClassifier(), 'learning_rate': 0.01, 'n_estimators': 50, 'random_state': 42}",0.6115384615384615,0.10348941574672084,0.6952380952380952,0.1486141574697832,0.5380952380952381,0.14093951035189278,0.6166666666666667,0.515625,0.52,0.40625,0.45614035087719296,0.03125
6,_GB,"GradientBoostingClassifier(learning_rate=0.5, random_state=0)","{'criterion': 'friedman_mse', 'learning_rate': 0.5, 'loss': 'log_loss', 'random_state': 0}",0.7064102564102563,0.11061361338524608,0.7857142857142858,0.12046772038736683,0.6333333333333333,0.19954596990244727,0.7619047619047619,0.65625,0.6785714285714286,0.59375,0.6333333333333334,0.3125
7,_MLP,"MLPClassifier(hidden_layer_sizes=(3,), max_iter=100, random_state=0)","{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (3,), 'learning_rate': 'constant', 'max_iter': 100, 'random_state': 0, 'solver': 'adam'}",0.6602564102564102,0.15628410212995666,0.7285714285714284,0.16605329308726377,0.6047619047619048,0.2610809554642438,0.7571428571428572,0.65625,0.65625,0.65625,0.65625,0.3125
