,model,best_estimator,best_para,mean_test_accuracy,std_test_accuracy,mean_test_specificity,std_test_specificity,mean_test_sensitivity,std_test_sensitivity,mean_test_AUC,Accuracy,Precision,Recall,F1_Score,kappa_score
0,_DT,"DecisionTreeClassifier(max_features='sqrt', min_samples_leaf=5, random_state=0,
                       splitter='random')","{'criterion': 'gini', 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 0, 'splitter': 'random'}",0.8074999999999999,0.07929375763576854,0.85,0.1224744871391589,0.7714285714285715,0.11973610438743007,0.8883928571428571,0.8076923076923077,0.9285714285714286,0.6666666666666666,0.7761194029850746,0.6153846153846154
1,_RF,"RandomForestClassifier(max_depth=4, n_estimators=90, random_state=42)","{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 90, 'random_state': 42}",0.8458333333333334,0.05130247990540461,0.8214285714285715,0.12626906806902635,0.8714285714285713,0.1371168130032319,0.9375,0.8333333333333334,0.8421052631578947,0.8205128205128205,0.8311688311688312,0.6666666666666667
2,_SVM,"SVC(C=2, class_weight={0: 3}, probability=True, random_state=0)","{'C': 2, 'class_weight': {0: 3}, 'gamma': 'scale', 'kernel': 'rbf', 'probability': True, 'random_state': 0}",0.7683333333333333,0.09191632668417028,0.8714285714285716,0.0793789670389031,0.6571428571428571,0.20184101644206845,0.8477678571428571,0.782051282051282,0.8666666666666667,0.6666666666666666,0.7536231884057971,0.5641025641025641
3,_LR,"LogisticRegression(C=0.01, fit_intercept=False, random_state=0)","{'C': 0.01, 'fit_intercept': False, 'max_iter': 100, 'random_state': 0, 'solver': 'lbfgs'}",0.6025,0.022912878474779203,0.8964285714285716,0.0522454958511707,0.3071428571428571,0.09741558354989897,0.8111607142857142,0.5641025641025641,0.6923076923076923,0.23076923076923078,0.34615384615384615,0.1282051282051282
4,_KN,"KNeighborsClassifier(algorithm='ball_tree', n_neighbors=4)","{'algorithm': 'ball_tree', 'n_neighbors': 4, 'weights': 'uniform'}",0.7925,0.11554220008291344,0.7928571428571429,0.06832545167753211,0.7857142857142857,0.2250283428860481,0.8457589285714284,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.5384615384615384
5,_AD,"AdaBoostClassifier(algorithm='SAMME', estimator=DecisionTreeClassifier(),
                   learning_rate=0.01, random_state=42)","{'algorithm': 'SAMME', 'estimator': DecisionTreeClassifier(), 'learning_rate': 0.01, 'n_estimators': 50, 'random_state': 42}",0.82,0.02806243040080455,0.8214285714285715,0.09845749108635873,0.8214285714285714,0.12626906806902635,0.8214285714285715,0.8076923076923077,0.8,0.8205128205128205,0.810126582278481,0.6153846153846154
6,_GB,"GradientBoostingClassifier(learning_rate=0.5, loss='exponential',
                           random_state=0)","{'criterion': 'friedman_mse', 'learning_rate': 0.5, 'loss': 'exponential', 'random_state': 0}",0.8066666666666666,0.07181186840936842,0.8214285714285715,0.12626906806902635,0.7964285714285715,0.16812288994199742,0.9272321428571427,0.8076923076923077,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.6153846153846154
7,_MLP,"MLPClassifier(activation='identity', hidden_layer_sizes=(3,), random_state=42)","{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (3,), 'learning_rate': 'constant', 'max_iter': 200, 'random_state': 42, 'solver': 'adam'}",0.8191666666666666,0.06607024880971601,0.7928571428571429,0.13102811662745817,0.8464285714285713,0.12195265056402768,0.821875,0.7948717948717948,0.7674418604651163,0.8461538461538461,0.8048780487804877,0.5897435897435898
