,model,best_estimator,best_para,mean_test_accuracy,std_test_accuracy,mean_test_specificity,std_test_specificity,mean_test_sensitivity,std_test_sensitivity,mean_test_AUC,Accuracy,Precision,Recall,F1_Score,kappa_score
0,_DT,"DecisionTreeClassifier(criterion='entropy', min_samples_leaf=5,
                       min_samples_split=0.5, random_state=0)","{'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 0.5, 'random_state': 0, 'splitter': 'best'}",0.7816666666666666,0.10242205708624377,0.6714285714285715,0.22885027633715418,0.8964285714285714,0.09476070829586856,0.8078125,0.7564102564102564,0.717391304347826,0.8461538461538461,0.776470588235294,0.5128205128205128
1,_RF,"RandomForestClassifier(criterion='entropy', max_depth=3, max_features='log2',
                       n_estimators=40, random_state=0)","{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 40, 'random_state': 0}",0.8066666666666666,0.10880027573494473,0.8,0.15,0.8178571428571428,0.10618620533798934,0.8772321428571429,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.5384615384615384
2,_SVM,"SVC(C=32, class_weight='balanced', probability=True, random_state=0)","{'C': 32, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'probability': True, 'random_state': 0}",0.6933333333333334,0.1087364295492137,0.6428571428571429,0.08674969858207943,0.7428571428571429,0.17735298597050195,0.7986607142857143,0.6666666666666666,0.6511627906976745,0.717948717948718,0.6829268292682927,0.33333333333333337
3,_LR,"LogisticRegression(C=100.0, random_state=0)","{'C': 100.0, 'fit_intercept': True, 'max_iter': 100, 'random_state': 0, 'solver': 'lbfgs'}",0.705,0.06736096792653741,0.725,0.16583123951777,0.6928571428571428,0.0569192051803901,0.7513392857142857,0.6794871794871795,0.675,0.6923076923076923,0.6835443037974683,0.3589743589743589
4,_KN,KNeighborsClassifier(algorithm='ball_tree'),"{'algorithm': 'ball_tree', 'n_neighbors': 5, 'weights': 'uniform'}",0.705,0.031335992794938615,0.6428571428571429,0.08674969858207943,0.7714285714285715,0.04285714285714284,0.6828125,0.6153846153846154,0.6046511627906976,0.6666666666666666,0.6341463414634145,0.23076923076923073
5,_AD,"AdaBoostClassifier(algorithm='SAMME', estimator=DecisionTreeClassifier(),
                   learning_rate=0.01, random_state=42)","{'algorithm': 'SAMME', 'estimator': DecisionTreeClassifier(), 'learning_rate': 0.01, 'n_estimators': 50, 'random_state': 42}",0.7433333333333333,0.11305726179438651,0.7214285714285714,0.14223076965528483,0.7678571428571429,0.1675148485651225,0.7446428571428572,0.7051282051282052,0.7,0.717948717948718,0.708860759493671,0.41025641025641024
6,_GB,"GradientBoostingClassifier(learning_rate=0.2, loss='exponential',
                           random_state=42)","{'criterion': 'friedman_mse', 'learning_rate': 0.2, 'loss': 'exponential', 'random_state': 42}",0.7691666666666667,0.13633598204435982,0.75,0.22360679774997896,0.7928571428571429,0.10449099170234138,0.8319196428571429,0.6794871794871795,0.6666666666666666,0.717948717948718,0.691358024691358,0.3589743589743589
7,_MLP,"MLPClassifier(activation='tanh', hidden_layer_sizes=(4,), random_state=0)","{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (4,), 'learning_rate': 'constant', 'max_iter': 200, 'random_state': 0, 'solver': 'adam'}",0.7175,0.034197140881138656,0.6714285714285715,0.12195265056402765,0.7678571428571429,0.09649468632933067,0.7504464285714286,0.6923076923076923,0.6829268292682927,0.717948717948718,0.7000000000000001,0.3846153846153846
