,model,best_estimator,best_para,mean_test_accuracy,std_test_accuracy,mean_test_specificity,std_test_specificity,mean_test_sensitivity,std_test_sensitivity,mean_test_AUC,Accuracy,Precision,Recall,F1_Score,kappa_score
0,_DT,"DecisionTreeClassifier(criterion='entropy', min_samples_leaf=5, random_state=0)","{'criterion': 'entropy', 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 0, 'splitter': 'best'}",0.8066666666666666,0.07181186840936842,0.8214285714285715,0.12626906806902635,0.7928571428571429,0.18952141659173713,0.8272321428571429,0.8205128205128205,0.8378378378378378,0.7948717948717948,0.8157894736842105,0.641025641025641
1,_RF,"RandomForestClassifier(criterion='entropy', max_depth=4, n_estimators=60,
                       random_state=0)","{'criterion': 'entropy', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 60, 'random_state': 0}",0.8074999999999999,0.0898068915940073,0.7964285714285715,0.057142857142857134,0.8178571428571428,0.13238394994893313,0.8821428571428571,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.5897435897435898
2,_SVM,"SVC(C=62, class_weight='balanced', gamma='auto', probability=True,
    random_state=0)","{'C': 62, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'probability': True, 'random_state': 0}",0.8324999999999999,0.06756683933541498,0.7964285714285715,0.09754643059819759,0.8714285714285713,0.0793789670389031,0.8995535714285715,0.8076923076923077,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.6153846153846154
3,_LR,"LogisticRegression(C=100.0, random_state=0)","{'C': 100.0, 'fit_intercept': True, 'max_iter': 100, 'random_state': 0, 'solver': 'lbfgs'}",0.8458333333333334,0.03270236145058096,0.7678571428571429,0.12474463711837842,0.9214285714285714,0.10202040612204072,0.8772321428571429,0.8076923076923077,0.7727272727272727,0.8717948717948718,0.8192771084337349,0.6153846153846154
4,_KN,KNeighborsClassifier(algorithm='ball_tree'),"{'algorithm': 'ball_tree', 'n_neighbors': 5, 'weights': 'uniform'}",0.7683333333333333,0.07899542884102712,0.6714285714285715,0.12195265056402765,0.8714285714285713,0.11203133672398659,0.7763392857142858,0.6923076923076923,0.6666666666666666,0.7692307692307693,0.7142857142857142,0.3846153846153846
5,_AD,"AdaBoostClassifier(algorithm='SAMME', estimator=DecisionTreeClassifier(),
                   learning_rate=0.01, random_state=42)","{'algorithm': 'SAMME', 'estimator': DecisionTreeClassifier(), 'learning_rate': 0.01, 'n_estimators': 50, 'random_state': 42}",0.7158333333333333,0.10305742735646632,0.6892857142857143,0.1353378237249744,0.7392857142857142,0.12505101000008284,0.7142857142857142,0.6410256410256411,0.6341463414634146,0.6666666666666666,0.6499999999999999,0.28205128205128205
6,_GB,"GradientBoostingClassifier(learning_rate=0.5, random_state=0)","{'criterion': 'friedman_mse', 'learning_rate': 0.5, 'loss': 'log_loss', 'random_state': 0}",0.7825,0.04782781617427248,0.7714285714285715,0.08992627365724408,0.7928571428571429,0.13102811662745817,0.8683035714285714,0.7692307692307693,0.7837837837837838,0.7435897435897436,0.7631578947368421,0.5384615384615384
7,_MLP,"MLPClassifier(activation='identity', hidden_layer_sizes=(4,), random_state=0)","{'activation': 'identity', 'alpha': 0.0001, 'hidden_layer_sizes': (4,), 'learning_rate': 'constant', 'max_iter': 200, 'random_state': 0, 'solver': 'adam'}",0.7958333333333334,0.07388053419767168,0.825,0.15,0.7714285714285715,0.1434807816185762,0.853125,0.6794871794871795,0.675,0.6923076923076923,0.6835443037974683,0.3589743589743589
