2024-04-17-11:33:26.859977,-3.50666835925179,-3.00429697882696,-0.382861014735259,-5.26873333478769
2024-04-17-11:33:26.859977,-3.53661747625643,-3.02510578090162,-0.368131419664978,-5.33033696307198
2024-04-17-11:33:26.859977,-3.59365842687518,-3.09062134429915,-0.458292922255897,-5.37702587124955
2024-04-17-11:33:26.859977,-3.53722520996189,-3.02150238751576,-0.405595865168733,-5.28266633121636
2024-04-17-11:33:26.859977,-3.51770106344306,-3.01282769010163,-0.355991705154851,-5.28436050579217
2024-04-17-11:33:26.859977,-3.5718622912729,-3.06516384686525,-0.41361608013083,-5.3290897065134
2024-04-17-11:33:26.859977,-3.5443871179369,-3.05813096543078,-0.437117610008104,-5.25828405495365
2024-04-17-11:33:26.859977,-3.49783845599904,-2.995074386103,-0.33583925548208,-5.28435489594258
2024-04-17-11:33:26.859977,-3.52483679211999,-3.02872974373597,-0.365750973489471,-5.29570923151028
2024-04-17-11:33:26.859977,-3.56477144139267,-3.07374691673609,-0.422500211929599,-5.30996572926524
2024-04-17-11:33:26.875599,-3.49219307736286,-2.98533381726701,-0.350654868246056,-5.26541043388126
2024-04-17-11:33:26.891243,-3.5043926302686,-2.9957756173016,-0.336258124251376,-5.29935376379313
2024-04-17-11:33:26.906855,-3.55515802914736,-3.05360194686277,-0.428270877206594,-5.34201853986569
2024-04-17-11:33:26.906855,-3.51460442647005,-3.00698596672985,-0.378255328222868,-5.27015075678379
2024-04-17-11:33:26.906855,-3.47838162767528,-2.98264482936412,-0.328265958537223,-5.25936675592428
2024-04-17-11:33:26.906855,-3.55820230752421,-3.05210972687215,-0.383081668819084,-5.33487159148958
2024-04-17-11:33:26.906855,-3.55530201528681,-3.04128458711567,-0.423023797891219,-5.29846553760824
2024-04-17-11:33:26.906855,-3.5027582940884,-2.97997080106013,-0.3375128606094,-5.27961083314034
2024-04-17-11:33:26.938113,-3.54350076170187,-3.03076237923697,-0.365289095873328,-5.3147397112653
2024-04-17-11:33:26.938113,-3.57120219897128,-3.07415643575607,-0.439814077710446,-5.32083948771817
