,time,data
0,0.8984375,0.8984375
1,1.84130859375,0.94287109375
2,2.80126953125,0.9599609375
3,3.69384765625,0.892578125
4,4.6572265625,0.96337890625
5,5.705078125,1.0478515625
6,6.7685546875,1.0634765625
7,7.72705078125,0.95849609375
8,8.646484375,0.91943359375
9,9.5751953125,0.9287109375
10,10.46630859375,0.89111328125
11,11.29833984375,0.83203125
12,12.12353515625,0.8251953125
13,12.5751953125,0.45166015625
14,13.328125,0.7529296875
15,14.12548828125,0.79736328125
16,15.00146484375,0.8759765625
17,15.98876953125,0.9873046875
18,16.984375,0.99560546875
19,17.9814453125,0.9970703125
20,18.91650390625,0.93505859375
21,19.90283203125,0.986328125
22,20.947265625,1.04443359375
23,22.02197265625,1.07470703125
24,23.1123046875,1.09033203125
25,24.12255859375,1.01025390625
26,25.1767578125,1.05419921875
27,26.27734375,1.1005859375
28,27.3662109375,1.0888671875
29,28.453125,1.0869140625
30,29.54052734375,1.08740234375
31,30.63818359375,1.09765625
32,31.7080078125,1.06982421875
33,32.736328125,1.0283203125
34,33.8125,1.076171875
35,34.91162109375,1.09912109375
36,36.00048828125,1.0888671875
37,37.10205078125,1.1015625
38,38.0908203125,0.98876953125
39,38.98486328125,0.89404296875
40,39.8046875,0.81982421875
41,40.837890625,1.033203125
42,41.95947265625,1.12158203125
43,43.0966796875,1.13720703125
44,44.21875,1.1220703125
45,45.349609375,1.130859375
46,46.5048828125,1.1552734375
47,47.64306640625,1.13818359375
48,48.68701171875,1.0439453125
49,49.6923828125,1.00537109375
50,50.77734375,1.0849609375
51,51.9033203125,1.1259765625
52,53.00537109375,1.10205078125
53,54.09521484375,1.08984375
54,55.18896484375,1.09375
55,56.283203125,1.09423828125
56,57.38525390625,1.10205078125
57,58.47607421875,1.0908203125
58,59.47119140625,0.9951171875
59,60.48583984375,1.0146484375
60,61.57421875,1.08837890625
61,62.666015625,1.091796875
62,63.78125,1.115234375
63,64.8681640625,1.0869140625
64,65.953125,1.0849609375
65,67.0712890625,1.1181640625
66,68.142578125,1.0712890625
67,69.2109375,1.068359375
68,70.14892578125,0.93798828125
69,71.017578125,0.86865234375
70,71.86669921875,0.84912109375
71,72.79638671875,0.9296875
72,73.8701171875,1.07373046875
73,74.98095703125,1.11083984375
74,76.12646484375,1.1455078125
75,77.28271484375,1.15625
76,78.447265625,1.16455078125
77,79.5693359375,1.1220703125
78,80.701171875,1.1318359375
79,81.8232421875,1.1220703125
80,82.9521484375,1.12890625
81,84.08837890625,1.13623046875
82,85.197265625,1.10888671875
83,86.3076171875,1.1103515625
84,87.39599609375,1.08837890625
85,88.47998046875,1.083984375
86,89.56982421875,1.08984375
87,90.638671875,1.06884765625
88,91.71484375,1.076171875
89,92.771484375,1.056640625
90,93.84912109375,1.07763671875
91,94.8271484375,0.97802734375
92,95.81689453125,0.98974609375
93,96.85595703125,1.0390625
94,97.89501953125,1.0390625
95,98.94189453125,1.046875
96,99.97412109375,1.0322265625
97,101.033203125,1.05908203125
98,102.09619140625,1.06298828125
99,103.146484375,1.05029296875
100,104.1728515625,1.0263671875
101,105.22900390625,1.05615234375
102,106.27587890625,1.046875
103,107.31494140625,1.0390625
104,108.23486328125,0.919921875
105,109.13818359375,0.9033203125
106,110.10205078125,0.9638671875
107,111.1298828125,1.02783203125
108,112.21826171875,1.08837890625
109,113.330078125,1.11181640625
110,114.43896484375,1.10888671875
111,115.53955078125,1.1005859375
112,116.58056640625,1.041015625
113,117.60791015625,1.02734375
114,118.6455078125,1.03759765625
115,119.6962890625,1.05078125
116,120.74853515625,1.05224609375
117,121.80126953125,1.052734375
118,122.84521484375,1.0439453125
119,123.80078125,0.95556640625
